Issue Key,Issue Type,Status,Resolved,Has '变更' Label,Team Parent,Team Child,Created
VSXJ-20285,运维任务,任务完成 Done,False,False,其他项目,思享驾,2025-01-20T14:43:08.000+0800
VSXJ-20256,技术需求Enabler,To Do,False,False,其他项目,思享驾,2025-01-17T18:11:05.000+0800
VSXJ-20196,BA工作任务,UAT完成,False,False,其他项目,思享驾,2025-01-15T19:54:57.000+0800
VSXJ-20195,BA工作任务,任务完成 Done,False,False,其他项目,思享驾,2025-01-15T19:54:05.000+0800
VSXJ-20194,BA工作任务,Closed,False,False,其他项目,思享驾,2025-01-15T19:52:06.000+0800
VSXJ-19429,运维任务,Closed,False,False,其他项目,思享驾,2025-01-10T16:21:56.000+0800
VSXJ-19423,运维任务,待确认,False,False,其他项目,思享驾,2025-01-10T12:01:55.000+0800
VSXJ-19146,运维任务,Closed,False,False,其他项目,思享驾,2025-01-02T18:48:43.000+0800
VSXJ-19116,运维任务,Closed,False,False,其他项目,思享驾,2025-01-02T15:08:15.000+0800
VSXJ-19115,运维任务,Closed,False,False,其他项目,思享驾,2025-01-02T15:07:00.000+0800
VSXJ-19114,运维任务,外部Review（PO/BA/BO）,False,False,其他项目,思享驾,2025-01-02T15:06:32.000+0800
VSXJ-19113,运维任务,Closed,False,False,其他项目,思享驾,2025-01-02T15:05:51.000+0800
VSXJ-19112,运维任务,Closed,False,False,其他项目,思享驾,2025-01-02T15:05:28.000+0800
VSXJ-18833,故事,任务完成 Done,False,False,其他项目,思享驾,2024-12-20T10:08:21.000+0800
VSXJ-18832,故事,外部Review（PO/BA/BO）,False,False,其他项目,思享驾,2024-12-20T09:58:56.000+0800
VSXJ-18831,故事,外部Review（PO/BA/BO）,False,False,其他项目,思享驾,2024-12-20T09:54:14.000+0800
VSXJ-18053,故事,外部Review（PO/BA/BO）,False,False,其他项目,思享驾,2024-12-16T18:05:25.000+0800
VSXJ-18052,故事,任务完成 Done,False,False,其他项目,思享驾,2024-12-16T18:04:47.000+0800
VSXJ-18049,故事,外部Review（PO/BA/BO）,False,False,其他项目,思享驾,2024-12-16T18:02:27.000+0800
VSXJ-18047,故事,发布待执行,False,False,其他项目,思享驾,2024-12-16T14:45:47.000+0800
VSXJ-18046,故事,发布待执行,False,False,其他项目,思享驾,2024-12-16T13:03:43.000+0800
VSXJ-17021,故事,任务完成 Done,False,False,其他项目,思享驾,2024-11-27T16:14:59.000+0800
VSXJ-16764,故事,To Do,False,False,其他项目,思享驾,2024-11-26T15:27:53.000+0800
VSXJ-16763,故事,To Do,False,False,其他项目,思享驾,2024-11-26T15:27:30.000+0800
VSXJ-16762,故事,To Do,False,False,其他项目,思享驾,2024-11-26T15:27:15.000+0800
VSXJ-16761,故事,To Do,False,False,其他项目,思享驾,2024-11-26T15:26:15.000+0800
VSXJ-16760,故事,To Do,False,False,其他项目,思享驾,2024-11-26T15:26:03.000+0800
VSXJ-16759,故事,To Do,False,False,其他项目,思享驾,2024-11-26T15:25:52.000+0800
VSXJ-16758,故事,To Do,False,False,其他项目,思享驾,2024-11-26T15:25:40.000+0800
VSXJ-16757,故事,To Do,False,False,其他项目,思享驾,2024-11-26T15:25:27.000+0800
VSXJ-16756,故事,To Do,False,False,其他项目,思享驾,2024-11-26T15:25:11.000+0800
VSXJ-16755,故事,To Do,False,False,其他项目,思享驾,2024-11-26T15:24:30.000+0800
VSXJ-16754,故事,To Do,False,False,其他项目,思享驾,2024-11-26T15:23:18.000+0800
VSXJ-15960,故事,To Do,False,False,其他项目,思享驾,2024-10-31T11:14:49.000+0800
VSXJ-15959,故事,In Progress,False,False,其他项目,思享驾,2024-10-31T11:11:56.000+0800
VOL-1902,故事,Done,True,False,,,2023-05-23T09:58:49.000+0800
VOL-1901,故事,Done,True,False,,,2023-05-23T09:57:46.000+0800
VOL-1900,故事,Done,True,False,,,2023-05-23T09:57:30.000+0800
VOL-1899,故事,Done,True,False,,,2023-05-23T09:57:04.000+0800
VOL-1898,故事,Done,True,False,,,2023-05-19T11:14:17.000+0800
VOL-1897,故事,Done,True,False,,,2023-05-19T11:13:20.000+0800
VOL-1896,故事,Done,True,False,,,2023-05-19T09:47:52.000+0800
VOL-1886,故事,Done,True,False,,,2023-05-17T14:39:52.000+0800
VOL-1769,故事,Done,True,False,,,2023-05-10T09:59:17.000+0800
VOL-1756,故事,Done,True,False,,,2023-05-08T21:52:54.000+0800
VHW-2340,故事,Done,True,False,,,2023-04-17T17:09:30.000+0800
VHW-2339,故事,Done,True,False,,,2023-04-17T13:36:10.000+0800
VHW-2017,故事,Done,True,False,,,2023-03-24T16:22:54.000+0800
VHW-2009,故事,Done,True,False,,,2023-03-03T15:21:49.000+0800
VHW-1914,故事,Done,True,False,,,2023-02-10T10:39:33.000+0800
VHW-1892,故事,Done,True,False,,,2023-02-07T10:18:34.000+0800
VHW-1891,故事,Done,True,False,,,2023-02-07T10:18:32.000+0800
VHW-1890,故事,Done,True,False,,,2023-02-07T10:18:08.000+0800
VHW-1889,故事,Done,True,False,,,2023-02-07T10:18:06.000+0800
VHW-1886,故事,Done,True,False,,,2023-02-07T08:10:10.000+0800
VHW-1883,故事,Done,True,False,,,2023-02-07T07:59:06.000+0800
VHW-1882,故事,Done,True,False,,,2023-02-07T07:58:57.000+0800
VHW-1871,故事,Done,True,False,,,2023-02-07T07:51:57.000+0800
VHW-1870,故事,Done,True,False,,,2023-02-07T07:51:32.000+0800
VHW-1724,故事,Done,True,False,,,2023-02-03T16:09:29.000+0800
VHW-1703,故事,Done,True,False,,,2023-02-03T01:21:16.000+0800
VHW-1702,故事,Done,True,False,,,2023-02-03T01:20:34.000+0800
VHW-1701,故事,Done,True,False,,,2023-02-03T01:20:29.000+0800
VHW-1695,故事,Done,True,False,,,2023-02-03T00:54:05.000+0800
VHW-1688,故事,Done,True,False,,,2023-02-03T00:11:44.000+0800
VHW-1669,故事,Done,True,False,,,2023-02-03T00:04:42.000+0800
VHW-1661,故事,Done,True,False,,,2023-02-02T23:56:07.000+0800
VHW-1655,故事,Done,True,False,,,2023-02-02T23:50:30.000+0800
VHW-1641,故事,Done,True,False,,,2023-02-02T23:37:19.000+0800
VHW-1640,故事,Done,True,False,,,2023-02-02T23:36:21.000+0800
VHW-1634,故事,Done,True,False,,,2023-02-02T23:30:31.000+0800
VHW-1623,故事,Done,True,False,,,2023-02-02T23:06:39.000+0800
VHW-1612,故事,Done,True,False,,,2023-02-02T23:00:30.000+0800
VHW-1599,故事,Done,True,False,,,2023-02-02T22:57:49.000+0800
VHW-1598,故事,Done,True,False,,,2023-02-02T22:54:27.000+0800
VHW-1597,故事,Done,True,False,,,2023-02-02T22:54:02.000+0800
VHW-1596,故事,Done,True,False,,,2023-02-02T22:53:32.000+0800
VHW-1580,故事,Done,True,False,,,2023-02-02T22:35:34.000+0800
VHW-1568,故事,Done,True,False,,,2023-02-02T22:30:00.000+0800
VHW-1515,故事,Done,True,False,,,2023-02-02T20:59:37.000+0800
VHW-1510,故事,Done,True,False,,,2023-02-02T20:58:21.000+0800
VHW-1501,故事,Done,True,False,,,2023-02-02T20:55:25.000+0800
VHW-1489,故事,Done,True,False,,,2023-02-02T20:43:07.000+0800
VHW-1473,故事,To Do,False,False,,,2023-02-02T20:35:07.000+0800
VHW-1472,故事,Done,True,False,,,2023-02-02T20:35:02.000+0800
VHW-1471,故事,To Do,False,False,,,2023-02-02T20:34:34.000+0800
VHW-1460,故事,Done,True,False,,,2023-02-02T20:28:49.000+0800
VHW-1457,故事,Done,True,False,,,2023-02-02T20:28:17.000+0800
VHW-1430,故事,Done,True,False,,,2023-02-02T20:14:21.000+0800
VHW-1429,故事,Done,True,False,,,2023-02-02T20:14:19.000+0800
VHW-1428,故事,To Do,False,False,,,2023-02-02T20:14:17.000+0800
VHW-1424,故事,Done,True,False,,,2023-02-02T20:12:33.000+0800
VHW-1420,故事,Done,True,False,,,2023-02-02T20:10:27.000+0800
VHW-1413,故事,Done,True,False,,,2023-02-02T20:05:48.000+0800
VHW-1388,故事,Done,True,False,,,2023-02-02T19:48:49.000+0800
VHW-1385,故事,Done,True,False,,,2023-02-02T19:48:08.000+0800
VHW-1384,故事,Done,True,False,,,2023-02-02T19:45:54.000+0800
VHW-1379,故事,Done,True,False,,,2023-02-02T19:36:36.000+0800
VHW-1373,故事,Done,True,False,,,2023-02-02T19:35:25.000+0800
VHW-1353,故事,Done,True,False,,,2023-02-02T19:30:28.000+0800
VHW-1325,故事,Done,True,False,,,2023-02-02T19:25:00.000+0800
VHW-1321,故事,Done,True,False,,,2023-02-02T19:23:57.000+0800
VHW-1316,故事,Done,True,False,,,2023-02-02T19:23:07.000+0800
VHW-1291,故事,Done,True,False,,,2023-02-02T19:15:20.000+0800
VHW-1286,故事,Done,True,False,,,2023-02-02T19:14:25.000+0800
VHW-1276,故事,Done,True,False,,,2023-02-02T19:12:56.000+0800
VHW-1267,故事,Done,True,False,,,2023-02-02T19:10:47.000+0800
VHW-1262,故事,In Progress,False,False,,,2023-02-02T19:09:55.000+0800
VHW-1260,故事,Done,True,False,,,2023-02-02T19:08:45.000+0800
VHW-1251,故事,To Do,False,False,,,2023-02-02T19:07:23.000+0800
VHW-1223,故事,Done,True,False,,,2023-02-02T18:56:40.000+0800
VHW-1197,故事,Done,True,False,,,2023-02-02T18:48:16.000+0800
VHW-1196,故事,Done,True,False,,,2023-02-02T18:48:10.000+0800
VHW-1195,故事,Done,True,False,,,2023-02-02T18:48:04.000+0800
VHW-1175,故事,Done,True,False,,,2023-02-02T18:39:58.000+0800
VHW-1174,故事,Done,True,False,,,2023-02-02T18:39:51.000+0800
VHW-1173,故事,Done,True,False,,,2023-02-02T18:39:41.000+0800
VHW-1142,故事,Done,True,False,,,2023-02-02T18:06:26.000+0800
VHW-1114,故事,Done,True,False,,,2023-02-02T17:28:07.000+0800
VHW-1113,故事,Done,True,False,,,2023-02-02T17:27:42.000+0800
VHW-1090,故事,Done,True,False,,,2023-02-02T17:11:17.000+0800
VHW-1089,故事,Done,True,False,,,2023-02-02T17:11:10.000+0800
VHW-1088,故事,Done,True,False,,,2023-02-02T17:11:02.000+0800
VHW-1064,故事,Done,True,False,,,2023-02-02T17:00:59.000+0800
VHW-1063,故事,Done,True,False,,,2023-02-02T17:00:50.000+0800
VHW-1062,故事,Done,True,False,,,2023-02-02T17:00:36.000+0800
VHW-1033,故事,Done,True,False,,,2023-02-02T16:51:57.000+0800
VHW-1031,故事,Done,True,False,,,2023-02-02T16:50:56.000+0800
VHW-1004,故事,In Progress,False,False,,,2023-02-02T16:36:44.000+0800
VHW-989,故事,Done,True,False,,,2023-02-02T16:23:14.000+0800
VHW-988,故事,Done,True,False,,,2023-02-02T16:22:58.000+0800
VHW-986,故事,Done,True,False,,,2023-02-02T16:21:37.000+0800
VHW-984,故事,Done,True,False,,,2023-02-02T16:20:37.000+0800
VHW-978,故事,Done,True,False,,,2023-02-02T16:18:46.000+0800
VHW-977,故事,Done,True,False,,,2023-02-02T16:18:31.000+0800
VHW-976,故事,Done,True,False,,,2023-02-02T16:17:52.000+0800
VHW-975,故事,Done,True,False,,,2023-02-02T16:17:10.000+0800
VHW-962,故事,Done,True,False,,,2023-02-02T16:08:48.000+0800
VHW-961,故事,Done,True,False,,,2023-02-02T16:07:52.000+0800
VHW-956,故事,Done,True,False,,,2023-02-02T16:04:41.000+0800
VHW-935,故事,To Do,False,False,,,2023-02-02T15:02:57.000+0800
VHW-932,故事,Done,True,False,,,2023-02-02T14:29:55.000+0800
VHW-913,故事,Done,True,False,,,2023-02-01T15:28:02.000+0800
VHW-912,故事,Done,True,False,,,2023-02-01T15:28:00.000+0800
VHW-911,故事,Done,True,False,,,2023-02-01T15:17:15.000+0800
VHW-910,故事,Done,True,False,,,2023-02-01T15:17:13.000+0800
VHW-901,故事,Done,True,False,,,2023-01-30T13:58:31.000+0800
VHW-896,故事,To Do,False,False,,,2023-01-30T11:35:39.000+0800
VHW-890,故事,Done,True,False,,,2023-01-18T17:54:02.000+0800
VHW-888,故事,Done,True,False,,,2023-01-18T17:49:31.000+0800
VHW-887,故事,Done,True,False,,,2023-01-18T17:49:20.000+0800
VHW-886,故事,Done,True,False,,,2023-01-18T17:47:54.000+0800
VHW-885,故事,Done,True,False,,,2023-01-18T17:45:59.000+0800
VHW-765,故事,Done,True,False,,,2023-01-13T11:48:58.000+0800
VHW-763,故事,In Progress,False,False,,,2023-01-13T11:48:28.000+0800
VHW-738,故事,Done,True,False,,,2023-01-09T20:56:29.000+0800
VHW-687,故事,Done,True,False,,,2022-12-29T21:55:47.000+0800
VHW-686,故事,Done,True,False,,,2022-12-29T21:55:45.000+0800
VHW-652,故事,Done,True,False,,,2022-12-29T14:19:45.000+0800
VHW-651,故事,Done,True,False,,,2022-12-29T14:18:15.000+0800
VHW-623,故事,In Progress,False,False,,,2022-12-28T18:23:53.000+0800
VHW-622,故事,To Do,False,False,,,2022-12-28T18:23:51.000+0800
VHW-619,故事,To Do,False,False,,,2022-12-28T18:19:13.000+0800
VHW-618,故事,Done,True,False,,,2022-12-28T18:19:12.000+0800
VHW-559,故事,Done,True,False,,,2022-12-28T00:27:43.000+0800
VHW-558,故事,Done,True,False,,,2022-12-28T00:27:42.000+0800
VHW-557,故事,Done,True,False,,,2022-12-28T00:27:41.000+0800
VHW-556,故事,Done,True,False,,,2022-12-28T00:27:40.000+0800
VHW-291,故事,Done,True,False,,,2022-12-28T00:20:38.000+0800
VHW-290,故事,Done,True,False,,,2022-12-28T00:20:37.000+0800
VHW-270,故事,Done,True,False,,,2022-12-28T00:19:55.000+0800
VHW-268,故事,Done,True,False,,,2022-12-28T00:19:53.000+0800
VHW-267,故事,Done,True,False,,,2022-12-28T00:19:51.000+0800
VHW-252,故事,Done,True,False,,,2022-12-28T00:19:31.000+0800
VHW-251,故事,Done,True,False,,,2022-12-28T00:19:30.000+0800
VHW-248,故事,Done,True,False,,,2022-12-28T00:19:26.000+0800
VHW-246,故事,Done,True,False,,,2022-12-28T00:19:23.000+0800
VHW-244,故事,Done,True,False,,,2022-12-28T00:19:20.000+0800
VHW-243,故事,Done,True,False,,,2022-12-28T00:19:19.000+0800
VHW-228,故事,Done,True,False,,,2022-12-28T00:18:59.000+0800
VHW-223,故事,In Progress,False,False,,,2022-12-28T00:18:53.000+0800
VDB-3578,故事,Done,True,False,,,2024-08-30T21:43:46.000+0800
VDB-3500,任务,Done,True,False,,,2024-08-15T10:13:53.000+0800
VDB-3495,任务,Done,True,False,,,2024-08-14T10:07:26.000+0800
VDB-3285,任务,Done,True,False,,,2024-06-26T11:24:39.000+0800
VDB-2205,任务,Done,True,False,,,2023-11-06T21:37:37.000+0800
VDB-690,任务,Done,True,False,,,2023-04-26T14:57:56.000+0800
VDB-492,任务,Done,True,False,,,2023-03-17T10:48:09.000+0800
VDB-179,任务,Done,True,False,,,2022-12-14T11:58:41.000+0800
VCDW-12734,任务,To Do 待办,False,False,B端中后台,企业微信,2025-04-21T16:49:18.000+0800
VCDW-12733,技术需求Enabler,To Do 待办,False,False,B端中后台,企业微信,2025-04-21T16:47:23.000+0800
VCDW-12732,技术需求Enabler,To Do 待办,False,False,B端中后台,企业微信,2025-04-21T16:46:22.000+0800
VCDW-12731,技术需求Enabler,开发测试执行中,False,False,B端中后台,企业微信,2025-04-21T14:00:27.000+0800
VCDW-12727,故事,开发测试执行中,False,False,B端中后台,企业微信,2025-04-21T11:37:27.000+0800
VCDW-12726,故事,开发测试执行中,False,False,B端中后台,企业微信,2025-04-21T11:36:09.000+0800
VCDW-12725,故事,开发测试执行中,False,False,B端中后台,企业微信,2025-04-21T11:33:25.000+0800
VCDW-12724,故事,开发测试执行中,False,False,B端中后台,企业微信,2025-04-21T11:32:11.000+0800
VCDW-12722,故事,To Do 待办,False,False,B端中后台,企业微信,2025-04-21T11:15:07.000+0800
VCDW-12718,BA工作任务,To Do 待办,False,False,B端中后台,企业微信,2025-04-18T15:16:47.000+0800
VCDW-12717,BA工作任务,To Do 待办,False,False,B端中后台,企业微信,2025-04-18T15:16:06.000+0800
VCDW-12716,BA工作任务,To Do 待办,False,False,B端中后台,企业微信,2025-04-18T15:10:03.000+0800
VCDW-12715,BA工作任务,To Do 待办,False,False,B端中后台,企业微信,2025-04-18T15:09:36.000+0800
VCDW-12714,BA工作任务,开发测试执行中,False,False,B端中后台,企业微信,2025-04-18T15:09:03.000+0800
VCDW-12713,任务,To Do 待办,False,False,B端中后台,企业微信,2025-04-18T15:04:33.000+0800
VCDW-12712,任务,To Do 待办,False,False,B端中后台,企业微信,2025-04-18T15:04:17.000+0800
VCDW-12711,任务,To Do 待办,False,False,B端中后台,企业微信,2025-04-18T15:03:50.000+0800
VCDW-12710,任务,To Do 待办,False,False,B端中后台,企业微信,2025-04-18T15:03:37.000+0800
VCDW-12709,任务,开发测试执行中,False,False,B端中后台,企业微信,2025-04-18T15:03:25.000+0800
VCDW-12708,任务,任务完成 Done,True,False,B端中后台,企业微信,2025-04-18T15:03:16.000+0800
VCDW-12705,技术需求Enabler,To Do 待办,False,False,B端中后台,企业微信,2025-04-18T15:01:50.000+0800
VCDW-12703,技术需求Enabler,To Do 待办,False,False,B端中后台,企业微信,2025-04-18T15:01:34.000+0800
VCDW-12702,技术需求Enabler,To Do 待办,False,False,B端中后台,企业微信,2025-04-18T15:01:06.000+0800
VCDW-12701,技术需求Enabler,To Do 待办,False,False,B端中后台,企业微信,2025-04-18T15:00:59.000+0800
VCDW-12700,技术需求Enabler,开发测试执行中,False,False,B端中后台,企业微信,2025-04-18T15:00:54.000+0800
VCDW-12699,技术需求Enabler,开发测试执行中,False,False,B端中后台,企业微信,2025-04-18T15:00:48.000+0800
VCDW-12698,技术需求Enabler,开发测试执行中,False,False,B端中后台,企业微信,2025-04-18T15:00:29.000+0800
VCDW-12697,故事,To Do 待办,False,False,B端中后台,企业微信,2025-04-18T14:58:28.000+0800
VCDW-12696,故事,To Do 待办,False,False,B端中后台,企业微信,2025-04-18T14:58:19.000+0800
VCDW-12695,故事,To Do 待办,False,False,B端中后台,企业微信,2025-04-18T14:58:13.000+0800
VCDW-12694,故事,开发测试执行中,False,False,B端中后台,企业微信,2025-04-18T14:58:07.000+0800
VCDW-12693,故事,To Do 待办,False,False,B端中后台,企业微信,2025-04-18T14:57:54.000+0800
VCDW-12692,故事,To Do 待办,False,False,B端中后台,企业微信,2025-04-18T14:57:30.000+0800
VCAB-3803,任务,任务完成 Done,True,False,,,2024-01-16T09:53:50.000+0800
VCAB-3688,故事,任务完成 Done,False,False,,,2024-01-13T12:10:52.000+0800
VCAB-3683,任务,任务完成 Done,True,False,,,2024-01-12T14:19:23.000+0800
VCAB-3682,任务,任务完成 Done,True,False,,,2024-01-12T13:52:04.000+0800
VCAB-3681,任务,任务完成 Done,True,False,,,2024-01-12T13:47:23.000+0800
VCAB-3299,故事,任务完成 Done,False,False,,,2024-01-02T17:16:00.000+0800
VCAB-3298,故事,任务完成 Done,False,False,,,2024-01-02T17:09:43.000+0800
TMCJ-368,故事,To Do 待办,False,False,,,2023-01-12T22:33:20.000+0800
TMCJ-353,故事,To Do 待办,False,False,,,2022-12-30T11:34:28.000+0800
TMCJ-347,任务,To Do 待办,False,False,,,2022-12-27T14:56:31.000+0800
TMCJ-341,故事,Waiting for test 待测试,False,False,,,2022-12-22T19:37:04.000+0800
TMCJ-340,故事,To Do 待办,False,False,,,2022-12-22T19:36:39.000+0800
TMCJ-292,任务,任务完成 Done,True,False,,,2022-12-01T18:13:28.000+0800
TMCJ-268,故事,To Do 待办,False,False,,,2022-11-15T12:07:08.000+0800
TMCJ-267,故事,To Do 待办,False,False,,,2022-11-15T12:06:45.000+0800
TMCJ-266,故事,To Do 待办,False,False,,,2022-11-15T12:06:25.000+0800
TMCJ-265,故事,To Do 待办,False,False,,,2022-11-15T12:05:42.000+0800
TMCJ-244,故事,To Do 待办,False,False,,,2022-11-01T15:44:04.000+0800
TMCJ-243,故事,To Do 待办,False,False,,,2022-11-01T12:42:16.000+0800
SAN2-2,故事,To Do 待办,False,False,,,2022-08-03T17:08:47.000+0800
SAN2-1,故事,To Do 待办,False,False,,,2022-08-03T17:08:41.000+0800
SAN-4,故事,Story SIT测试完成,True,False,,,2022-09-14T11:55:12.000+0800
SAN-2,故事,Story SIT测试完成,True,False,,,2022-08-03T17:08:21.000+0800
SAN-1,故事,To Do 待办,True,False,,,2022-08-03T17:08:14.000+0800
JDMB-67,故事,任务完成 Done,False,False,,,2024-11-14T16:55:28.000+0800
JDMB-66,故事,任务完成 Done,False,False,,,2024-11-14T15:27:16.000+0800
JDMB-65,任务,To Do 待办,False,False,,,2024-07-01T18:17:47.000+0800
JDMB-63,任务,To Do 待办,False,False,,,2024-06-26T15:02:21.000+0800
JDMB-62,任务,开发测试执行中,False,False,,,2024-06-26T15:01:26.000+0800
JDMB-61,任务,开发测试执行中,False,False,,,2024-06-25T21:17:49.000+0800
JDMB-60,任务,任务完成 Done,True,False,,,2024-06-25T21:16:52.000+0800
JDMB-59,任务,任务完成 Done,True,False,,,2024-06-25T21:16:22.000+0800
JDMB-58,任务,任务完成 Done,True,False,,,2024-06-25T21:15:10.000+0800
JDMB-56,任务,To Do 待办,False,False,,,2024-06-04T15:37:30.000+0800
JDMB-55,任务,任务完成 Done,True,False,,,2024-06-04T15:37:00.000+0800
JDMB-54,故事,开发测试执行中,False,False,,,2024-06-04T15:36:36.000+0800
JDMB-53,故事,任务完成 Done,False,False,,,2024-06-04T15:36:10.000+0800
JDMB-37,任务,To Do 待办,False,False,,,2024-05-29T10:25:19.000+0800
JDMB-20,任务,To Do 待办,False,False,,,2024-05-21T11:35:03.000+0800
JDMB-15,任务,开发测试执行中,False,False,,,2024-05-20T16:41:12.000+0800
JDMB-14,故事,开发测试执行中,False,False,,,2024-05-20T16:40:36.000+0800
JDMB-11,故事,开发测试执行中,False,False,,,2024-05-15T18:07:12.000+0800
JDMB-10,故事,开发测试执行中,False,False,,,2024-05-15T17:40:14.000+0800
DEMO-19,故事,Testing 测试执行中,False,False,,,2023-04-08T20:10:43.000+0800
DEMO-18,故事,Waiting for test 待测试,False,False,,,2023-04-08T15:46:09.000+0800
DEMO-17,故事,Story SIT测试完成,True,False,,,2023-04-08T15:39:02.000+0800
CVZX-3582,故事,任务完成 Done,False,False,平台支持类,质效平台,2025-01-09T18:01:27.000+0800
CVZX-3581,故事,任务完成 Done,False,False,C端中台,销售中台,2025-01-09T17:08:12.000+0800
CVZX-3580,故事,任务完成 Done,False,False,C端中台,用户运营,2025-01-09T15:11:35.000+0800
CVZX-3579,故事,任务完成 Done,False,False,平台支持类,质效平台,2025-01-09T14:05:41.000+0800
CVZX-3578,故事,任务完成 Done,False,False,平台支持类,质效平台,2025-01-08T11:22:22.000+0800
CVZX-3577,故事,任务完成 Done,False,False,平台支持类,质效平台,2025-01-08T10:10:51.000+0800
CVZX-3574,故事,任务完成 Done,False,False,C端中台,销售中台,2025-01-07T17:08:16.000+0800
