Issue Key,Issue Type,Status,Resolved,Has '变更' Label,Team Parent,Team Child,Created
CVDG-27817,故事,Story SIT测试完成,True,False,大数据组,湖仓,2025-04-03T11:04:03.000+0800
CVDG-27816,测试QA工作任务,任务完成 Done,True,False,大数据组,湖仓,2025-04-03T11:01:12.000+0800
CVDG-27815,任务,任务完成 Done,True,False,大数据组,湖仓,2025-04-03T11:00:11.000+0800
CVDG-27814,任务,任务完成 Done,True,False,大数据组,湖仓,2025-04-03T10:59:48.000+0800
CVDG-27813,BA工作任务,任务完成 Done,True,False,大数据组,湖仓,2025-04-03T10:58:52.000+0800
CVDG-27812,BA工作任务,任务完成 Done,True,False,大数据组,湖仓,2025-04-03T10:58:24.000+0800
CVDG-27811,BA工作任务,任务完成 Done,True,False,大数据组,湖仓,2025-04-03T10:47:37.000+0800
CVDG-27810,BA工作任务,任务完成 Done,True,False,大数据组,湖仓,2025-04-03T10:47:05.000+0800
CVDG-27773,测试QA工作任务,任务完成 Done,True,False,大数据组,湖仓,2025-04-02T15:56:22.000+0800
CVDG-27772,BA工作任务,任务完成 Done,True,False,大数据组,湖仓,2025-04-02T15:52:57.000+0800
CVDG-27771,BA工作任务,任务完成 Done,True,False,大数据组,湖仓,2025-04-02T15:52:45.000+0800
CVDG-27770,任务,任务完成 Done,True,False,大数据组,湖仓,2025-04-02T15:52:32.000+0800
CVDG-27769,测试QA工作任务,任务完成 Done,True,False,大数据组,湖仓,2025-04-02T15:23:35.000+0800
CVDG-27767,任务,任务完成 Done,True,False,大数据组,湖仓,2025-04-02T15:18:31.000+0800
CVDG-27765,任务,任务完成 Done,True,False,大数据组,湖仓,2025-04-02T15:08:59.000+0800
CVDG-27762,BA工作任务,任务完成 Done,True,False,大数据组,湖仓,2025-04-02T15:04:11.000+0800
CVDG-27761,BA工作任务,任务完成 Done,True,False,大数据组,湖仓,2025-04-02T15:03:56.000+0800
CVDG-27754,BA工作任务,任务完成 Done,True,False,大数据组,湖仓,2025-04-02T14:33:27.000+0800
CVDG-27753,BA工作任务,任务完成 Done,True,False,大数据组,湖仓,2025-04-02T14:33:10.000+0800
CVDG-27716,BA工作任务,任务完成 Done,True,False,大数据组,湖仓,2025-04-01T16:31:41.000+0800
CVDG-27715,BA工作任务,任务完成 Done,True,False,大数据组,湖仓,2025-04-01T16:31:31.000+0800
CVDG-27707,故事,Story SIT测试完成,True,False,大数据组,湖仓,2025-04-01T15:33:41.000+0800
CVDG-27706,故事,Story SIT测试完成,True,False,大数据组,湖仓,2025-04-01T15:33:29.000+0800
CVDG-27691,任务,To Do 待办,False,False,大数据组,CDPMA,2025-04-01T13:52:05.000+0800
CVDG-27690,任务,To Do 待办,False,False,大数据组,CDPMA,2025-04-01T13:50:18.000+0800
CVDG-27666,故事,Story SIT测试完成,True,False,大数据组,CDPMA,2025-04-01T11:12:52.000+0800
CVDG-27595,测试QA工作任务,任务完成 Done,True,False,大数据组,湖仓,2025-03-31T15:15:16.000+0800
CVDG-27594,故事,Story SIT测试完成,True,False,大数据组,CDPMA,2025-03-31T14:51:23.000+0800
CVDG-27592,任务,任务完成 Done,True,False,大数据组,湖仓,2025-03-31T14:48:19.000+0800
CVDG-27591,任务,任务完成 Done,True,False,大数据组,湖仓,2025-03-31T14:48:06.000+0800
CVDG-27586,BA工作任务,任务完成 Done,True,False,大数据组,湖仓,2025-03-31T14:27:39.000+0800
CVDG-27585,BA工作任务,任务完成 Done,True,False,大数据组,湖仓,2025-03-31T14:27:27.000+0800
CVDG-27368,故事,任务完成 Done,True,False,大数据组,湖仓,2025-03-24T19:00:55.000+0800
CVDG-26181,故事,任务完成 Done,False,False,大数据组,湖仓,2025-02-27T20:25:41.000+0800
CVDG-26015,故事,任务完成 Done,True,False,大数据组,湖仓,2025-02-26T19:27:48.000+0800
CVDG-26001,故事,任务完成 Done,True,False,大数据组,湖仓,2025-02-26T18:30:06.000+0800
CVDG-25916,BA工作任务,任务完成 Done,True,False,大数据组,湖仓,2025-02-24T17:10:41.000+0800
CVDG-25768,故事,任务完成 Done,True,False,大数据组,湖仓,2025-02-18T19:31:56.000+0800
CVDG-25737,故事,任务完成 Done,True,False,大数据组,湖仓,2025-02-17T19:11:49.000+0800
CVDG-25710,故事,任务完成 Done,True,False,大数据组,湖仓,2025-02-14T19:16:42.000+0800
CVDG-25664,故事,任务完成 Done,True,False,大数据组,湖仓,2025-02-13T19:50:39.000+0800
CVDG-25638,故事,任务完成 Done,True,False,大数据组,湖仓,2025-02-13T14:37:42.000+0800
CVDG-25575,故事,任务完成 Done,True,False,大数据组,湖仓,2025-02-11T16:42:20.000+0800
CVDG-25498,故事,任务完成 Done,True,False,大数据组,湖仓,2025-02-10T14:41:43.000+0800
CVDG-25494,故事,任务完成 Done,True,False,大数据组,湖仓,2025-02-10T14:33:56.000+0800
CVDG-25490,故事,任务完成 Done,False,False,大数据组,湖仓,2025-02-10T14:25:45.000+0800
CVDG-25489,故事,任务完成 Done,True,False,大数据组,湖仓,2025-02-10T14:24:17.000+0800
CVDG-25488,故事,任务完成 Done,True,False,大数据组,湖仓,2025-02-10T14:22:57.000+0800
CVDG-25487,故事,任务完成 Done,True,False,大数据组,湖仓,2025-02-10T14:20:51.000+0800
CVDG-25486,故事,任务完成 Done,True,False,大数据组,湖仓,2025-02-10T14:17:54.000+0800
CVDG-25484,故事,任务完成 Done,True,False,大数据组,湖仓,2025-02-10T14:15:07.000+0800
CVDG-25453,故事,任务完成 Done,True,False,大数据组,湖仓,2025-02-07T14:40:09.000+0800
CVDG-25383,任务,任务完成 Done,True,False,大数据组,湖仓,2025-01-24T14:22:29.000+0800
CVDG-25289,故事,任务完成 Done,True,False,大数据组,湖仓,2025-01-23T17:22:08.000+0800
CVDG-24899,故事,任务完成 Done,True,False,大数据组,湖仓,2025-01-09T19:20:52.000+0800
CVDG-24801,故事,任务完成 Done,True,False,大数据组,湖仓,2025-01-06T20:12:50.000+0800
CVDG-24794,故事,任务完成 Done,True,False,大数据组,湖仓,2025-01-06T19:48:20.000+0800
CVDG-24792,故事,Story SIT测试完成,True,False,大数据组,湖仓,2025-01-06T19:44:26.000+0800
CVDG-24790,故事,Story SIT测试完成,True,False,大数据组,湖仓,2025-01-06T19:41:18.000+0800
CVDG-24786,故事,任务完成 Done,True,False,大数据组,湖仓,2025-01-06T19:34:35.000+0800
CVDC-16032,BA工作任务,To Do 待办,False,False,B端中后台,CMS DMF,2025-04-17T15:08:10.000+0800
CVDC-16031,任务,To Do 待办,False,False,B端中后台,CMS DMF,2025-04-17T15:04:33.000+0800
CVDC-16030,技术需求Enabler,To Do 待办,False,False,B端中后台,CMS DMF,2025-04-17T15:00:29.000+0800
CVDC-16029,任务,To Do 待办,False,False,B端中后台,CMS DMF,2025-04-17T14:46:45.000+0800
CVDC-16025,故事,To Do 待办,False,False,B端中后台,CMS DMF,2025-04-17T14:34:04.000+0800
CVDC-16018,技术需求Enabler,To Do 待办,False,False,B端中后台,CMS DMF,2025-04-17T14:15:15.000+0800
CVDC-16016,运维任务,开发测试执行中,False,False,B端中后台,CMS DMF,2025-04-17T14:12:27.000+0800
CVDC-16015,运维任务,开发测试执行中,False,False,B端中后台,CMS DMF,2025-04-17T14:11:25.000+0800
CVDC-15990,故事,Story SIT测试完成,True,False,B端中后台,CMS DMF,2025-04-16T09:38:41.000+0800
CVD-7302,运维任务,开发测试执行中,False,False,平台支持类,DOMP,2025-04-21T09:49:04.000+0800
CVD-7276,故事,开发测试执行中,False,False,平台支持类,DOMP,2025-04-15T20:13:50.000+0800
CVD-7274,故事,任务完成 Done,False,False,平台支持类,DOMP,2025-04-15T16:30:56.000+0800
CVD-7264,运维任务,任务完成 Done,True,False,平台支持类,DOMP,2025-04-15T10:10:50.000+0800
CVD-7263,故事,任务完成 Done,False,False,平台支持类,DOMP,2025-04-15T10:08:12.000+0800
CVD-7257,运维任务,任务完成 Done,True,False,平台支持类,DOMP,2025-04-14T17:03:28.000+0800
CVD-7253,运维任务,任务完成 Done,True,False,平台支持类,DOMP,2025-04-14T16:30:54.000+0800
CVD-7250,运维任务,任务完成 Done,True,False,平台支持类,DOMP,2025-04-10T14:07:52.000+0800
CVD-7249,故事,任务完成 Done,False,False,平台支持类,DOMP,2025-04-10T14:05:36.000+0800
CVD-7248,运维任务,任务完成 Done,True,False,平台支持类,DOMP,2025-04-09T11:45:53.000+0800
CVD-7247,运维任务,任务完成 Done,True,False,平台支持类,DOMP,2025-04-09T10:17:17.000+0800
CVD-7145,运维任务,任务完成 Done,True,False,平台支持类,DOMP,2025-03-31T11:14:03.000+0800
CVD-7144,故事,任务完成 Done,False,False,平台支持类,DOMP,2025-03-28T14:07:24.000+0800
CVD-7143,运维任务,任务完成 Done,True,False,平台支持类,DOMP,2025-03-28T13:51:14.000+0800
CVD-7137,故事,任务完成 Done,False,False,平台支持类,DOMP,2025-03-27T16:23:29.000+0800
CVD-7136,故事,任务完成 Done,False,False,平台支持类,DOMP,2025-03-27T15:36:20.000+0800
CVD-7072,故事,任务完成 Done,False,False,平台支持类,DOMP,2025-03-24T15:03:24.000+0800
CVD-7071,运维任务,任务完成 Done,True,False,平台支持类,DOMP,2025-03-24T14:59:41.000+0800
CVD-7044,运维任务,任务完成 Done,True,False,平台支持类,DOMP,2025-03-12T17:25:24.000+0800
CVD-7039,运维任务,任务完成 Done,True,False,平台支持类,DOMP,2025-03-12T14:16:09.000+0800
CVD-7031,运维任务,任务完成 Done,True,False,平台支持类,DOMP,2025-03-11T18:10:09.000+0800
CVD-7007,故事,To Do 待办,False,False,平台支持类,DOMP,2025-03-10T10:10:36.000+0800
CVD-7006,故事,To Do 待办,False,False,平台支持类,DOMP,2025-03-10T10:09:31.000+0800
CVD-7005,故事,To Do 待办,False,False,平台支持类,DOMP,2025-03-10T10:08:57.000+0800
CVD-6876,故事,Dev Complete 开发完成,False,False,平台支持类,DOMP,2025-02-17T15:20:36.000+0800
CVD-6869,故事,To Do 待办,False,False,平台支持类,DOMP,2025-02-12T16:28:45.000+0800
CVD-6820,故事,To Do 待办,False,False,平台支持类,DOMP,2025-01-17T14:48:09.000+0800
CVD-6816,故事,To Do 待办,False,False,平台支持类,DOMP,2025-01-14T17:12:23.000+0800
CVD-6807,故事,To Do 待办,False,False,平台支持类,DOMP,2025-01-13T10:50:07.000+0800
CVD-6806,故事,To Do 待办,False,False,平台支持类,DOMP,2025-01-13T10:49:25.000+0800
CVD-6464,故事,To Do 待办,False,False,平台支持类,DOMP,2024-12-12T10:44:52.000+0800
CVD-5920,故事,To Do 待办,False,False,平台支持类,DOMP,2024-11-14T18:55:50.000+0800
CVD-5895,故事,To Do 待办,False,False,平台支持类,DOMP,2024-11-13T19:14:39.000+0800
CVD-5894,故事,To Do 待办,False,False,平台支持类,DOMP,2024-11-13T19:13:42.000+0800
CVD-5893,故事,To Do 待办,False,False,平台支持类,DOMP,2024-11-13T19:12:34.000+0800
CVD-5892,故事,To Do 待办,False,False,平台支持类,DOMP,2024-11-13T19:11:51.000+0800
CVD-5476,BA工作任务,To Do 待办,False,False,平台支持类,DOMP,2024-09-30T17:18:14.000+0800
CVD-4028,任务,开发测试执行中,False,False,,,2024-07-03T10:11:21.000+0800
CVD-3387,故事,开发测试执行中,False,False,,,2024-05-29T10:17:15.000+0800
CVD-2617,技术需求Enabler,开发测试执行中,False,False,,,2024-04-17T09:47:29.000+0800
CVB-6139,测试QA工作任务,Done,True,False,大数据组,VCDC BI 售后,2025-04-10T19:11:24.000+0800
CVB-6138,任务,Done,True,False,大数据组,VCDC BI 售后,2025-04-10T19:09:18.000+0800
CVB-6137,技术需求Enabler,To Do 待办,False,False,大数据组,VCDC BI 售后,2025-04-10T19:07:01.000+0800
CVB-6136,BA工作任务,Done,True,False,大数据组,VCDC BI 售后,2025-04-10T19:04:20.000+0800
CVB-6135,BA工作任务,Done,True,False,大数据组,VCDC BI 售后,2025-04-10T19:02:19.000+0800
CVB-6134,BA工作任务,Done,True,False,大数据组,VCDC BI 售后,2025-04-10T19:00:10.000+0800
CVB-6133,故事,任务完成 Done,False,False,大数据组,VCDC BI 售后,2025-04-10T18:53:09.000+0800
CVB-6129,故事,开发测试执行中,False,False,大数据组,VCDC BI 新业务,2025-04-10T10:34:22.000+0800
CVB-6128,任务,In Progress,False,False,大数据组,VCDC BI 新业务,2025-04-10T10:31:47.000+0800
CVB-6127,测试QA工作任务,To Do,False,False,大数据组,VCDC BI 新业务,2025-04-10T10:30:16.000+0800
CVB-6125,技术需求Enabler,To Do 待办,False,False,大数据组,VCDC BI 销售,2025-04-09T18:41:14.000+0800
CVB-6124,故事,开发测试执行中,False,False,大数据组,VCDC BI 销售,2025-04-09T18:37:33.000+0800
CVB-6123,任务,In Progress,False,False,大数据组,VCDC BI 销售,2025-04-09T16:00:59.000+0800
CVB-6121,BA工作任务,To Do,False,False,大数据组,VCDC BI 网发,2025-04-09T15:02:59.000+0800
CVB-6120,BA工作任务,To Do,False,False,大数据组,VCDC BI 网发,2025-04-09T15:02:07.000+0800
CVB-6119,BA工作任务,Done,True,False,大数据组,VCDC BI 网发,2025-04-09T15:00:12.000+0800
CVB-6118,BA工作任务,To Do,False,False,大数据组,VCDC BI 网发,2025-04-09T14:52:26.000+0800
CVB-6117,BA工作任务,To Do,False,False,大数据组,VCDC BI 网发,2025-04-09T14:48:33.000+0800
CVB-6116,BA工作任务,In Progress,False,False,大数据组,VCDC BI 网发,2025-04-09T14:46:03.000+0800
CVB-6105,故事,任务完成 Done,False,False,大数据组,VCDC BI 网发,2025-04-08T13:46:43.000+0800
CVB-6104,故事,开发测试执行中,False,False,大数据组,VCDC BI 网发,2025-04-08T13:44:57.000+0800
CVB-6103,测试QA工作任务,To Do,False,False,大数据组,VCDC BI 销售,2025-04-07T14:19:47.000+0800
CVB-6100,故事,开发测试执行中,False,False,大数据组,VCDC BI 销售,2025-04-07T13:39:20.000+0800
CVB-6099,故事,任务完成 Done,False,False,大数据组,VCDC BI 销售,2025-04-07T13:37:47.000+0800
CVB-6098,技术需求Enabler,开发测试执行中,False,False,大数据组,VCDC BI 销售,2025-04-07T13:35:25.000+0800
CVB-6097,故事,开发测试执行中,False,False,大数据组,VCDC BI 销售,2025-04-07T11:22:58.000+0800
CVB-6071,BA工作任务,Done,True,False,大数据组,VCDC BI 网发,2025-04-02T11:17:33.000+0800
CVB-6070,BA工作任务,Done,True,False,大数据组,VCDC BI 网发,2025-04-02T11:15:01.000+0800
CVB-6069,BA工作任务,Done,True,False,大数据组,VCDC BI 网发,2025-04-02T11:10:41.000+0800
CVB-6068,BA工作任务,Done,True,False,大数据组,VCDC BI 网发,2025-04-02T11:07:16.000+0800
CVB-6067,BA工作任务,Done,True,False,大数据组,VCDC BI 网发,2025-04-02T11:05:04.000+0800
CVB-4226,任务,Done,True,False,,,2024-07-29T14:29:37.000+0800
CVB-4225,任务,Done,True,False,,,2024-07-29T14:27:46.000+0800
CVB-4224,任务,Done,True,False,,,2024-07-25T14:48:01.000+0800
CVB-4222,任务,Done,True,False,,,2024-07-25T14:44:52.000+0800
CVB-4221,任务,Done,True,False,,,2024-07-25T14:43:53.000+0800
CVB-4220,任务,Done,True,False,,,2024-07-25T14:23:53.000+0800
CVB-4219,任务,In Progress,False,False,,,2024-07-22T09:22:35.000+0800
CVB-4218,任务,Done,True,False,,,2024-07-18T11:41:32.000+0800
CVB-4217,任务,Done,True,False,,,2024-07-18T11:40:12.000+0800
CVB-4216,BA工作任务,Done,True,False,,,2024-07-15T11:51:33.000+0800
CVB-4214,BA工作任务,Done,True,False,,,2024-07-15T11:48:15.000+0800
CVB-4213,BA工作任务,Done,True,False,,,2024-07-15T11:43:42.000+0800
CVB-4211,任务,Done,True,False,,,2024-07-15T10:38:14.000+0800
CVB-4210,任务,Done,True,False,,,2024-07-10T11:29:28.000+0800
CVB-4209,任务,Done,True,False,,,2024-07-08T18:53:25.000+0800
CVB-4208,任务,Done,True,False,,,2024-07-05T15:52:29.000+0800
CVB-4207,任务,Done,True,False,,,2024-07-05T15:51:03.000+0800
CVB-4206,任务,Done,True,False,,,2024-07-05T15:47:46.000+0800
CVB-4205,任务,Done,True,False,,,2024-07-05T15:47:00.000+0800
CVB-4204,任务,Done,True,False,,,2024-07-05T10:06:48.000+0800
CVB-4203,任务,Done,True,False,,,2024-07-05T10:04:46.000+0800
CVB-4202,任务,Done,True,False,,,2024-07-05T10:02:44.000+0800
CVB-4201,任务,Done,True,False,,,2024-07-04T14:25:00.000+0800
CVB-4186,BA工作任务,Done,True,False,,,2024-06-20T10:02:28.000+0800
CVA-25476,故事,REMOVE 移除关闭取消,True,False,,,2023-04-07T09:49:53.000+0800
CVA-25445,任务,任务完成 Done,True,False,,,2023-04-04T15:08:42.000+0800
CVA-25116,任务,任务完成 Done,True,False,,,2023-03-31T14:04:12.000+0800
CVA-25115,任务,任务完成 Done,True,False,,,2023-03-31T14:01:33.000+0800
CVA-25114,任务,任务完成 Done,True,False,,,2023-03-31T11:27:30.000+0800
CVA-25096,任务,任务完成 Done,True,True,,,2023-03-29T21:11:45.000+0800
CVA-25071,任务,任务完成 Done,True,False,,,2023-03-28T19:05:56.000+0800
CVA-25058,任务,任务完成 Done,True,False,,,2023-03-28T11:07:33.000+0800
CVA-25042,任务,任务完成 Done,True,False,,,2023-03-27T18:04:18.000+0800
CVA-25041,任务,任务完成 Done,True,False,,,2023-03-27T17:58:57.000+0800
CVA-25040,任务,任务完成 Done,True,False,,,2023-03-27T17:58:22.000+0800
CVA-25039,任务,任务完成 Done,True,False,,,2023-03-27T17:57:51.000+0800
CVA-25036,任务,任务完成 Done,True,False,,,2023-03-27T17:35:27.000+0800
CVA-25028,任务,任务完成 Done,True,False,,,2023-03-27T16:59:56.000+0800
CVA-25026,任务,任务完成 Done,True,False,,,2023-03-27T16:49:22.000+0800
CVA-24857,任务,任务完成 Done,True,False,,,2023-03-27T13:54:26.000+0800
CVA-24856,故事,任务完成 Done,False,False,,,2023-03-27T13:45:10.000+0800
CVA-24814,故事,REMOVE 移除关闭取消,True,False,,,2023-03-27T11:22:04.000+0800
CVA-24676,故事,任务完成 Done,False,False,,,2023-03-27T10:13:07.000+0800
CVA-24675,故事,任务完成 Done,False,False,,,2023-03-27T10:12:22.000+0800
CVA-24674,故事,任务完成 Done,False,False,,,2023-03-27T10:11:26.000+0800
CVA-24673,故事,任务完成 Done,False,False,,,2023-03-27T10:10:43.000+0800
CVA-24672,故事,任务完成 Done,False,False,,,2023-03-27T10:10:01.000+0800
CVA-24670,故事,任务完成 Done,False,False,,,2023-03-27T10:09:14.000+0800
CVA-24669,故事,任务完成 Done,False,False,,,2023-03-27T10:08:19.000+0800
CVA-24668,故事,任务完成 Done,False,False,,,2023-03-27T10:06:56.000+0800
CVA-24667,故事,任务完成 Done,False,False,,,2023-03-27T10:05:59.000+0800
CVA-24637,故事,任务完成 Done,False,False,,,2023-03-24T11:20:20.000+0800
CVA-24617,故事,任务完成 Done,True,False,,,2023-03-23T11:03:18.000+0800
CVA-24503,故事,任务完成 Done,False,False,,,2023-03-21T17:03:14.000+0800
CVA-24361,故事,任务完成 Done,False,False,,,2023-03-17T16:39:50.000+0800
CVA-24360,故事,任务完成 Done,False,False,,,2023-03-17T16:36:05.000+0800
CVA-24305,故事,开发测试执行中,False,False,,,2023-03-16T09:57:12.000+0800
CVA-24304,故事,开发测试执行中,False,False,,,2023-03-16T09:56:46.000+0800
CVA-24303,故事,开发测试执行中,False,False,,,2023-03-16T09:56:12.000+0800
CVA-24259,故事,任务完成 Done,False,False,,,2023-03-14T17:04:48.000+0800
CVA-24192,故事,任务完成 Done,False,False,,,2023-03-14T13:47:34.000+0800
CVA-24171,故事,任务完成 Done,False,False,,,2023-03-13T17:31:11.000+0800
CVA-24170,故事,任务完成 Done,False,False,,,2023-03-13T17:28:18.000+0800
CVA-24169,故事,任务完成 Done,False,False,,,2023-03-13T17:23:43.000+0800
CVA-24168,故事,任务完成 Done,False,False,,,2023-03-13T17:19:05.000+0800
CVA-24110,故事,任务完成 Done,False,False,,,2023-03-13T16:42:15.000+0800
CVA-23728,故事,任务完成 Done,False,False,,,2023-03-13T16:33:08.000+0800
CVA-23724,故事,任务完成 Done,False,False,,,2023-03-13T16:26:31.000+0800
CVA-23723,故事,开发测试执行中,False,False,,,2023-03-13T16:26:03.000+0800
CVA-23722,故事,开发测试执行中,False,False,,,2023-03-13T16:25:02.000+0800
CVA-23720,故事,任务完成 Done,False,False,,,2023-03-13T15:59:55.000+0800
CVA-23452,故事,任务完成 Done,False,False,,,2023-03-13T14:55:21.000+0800
CVA-23050,任务,任务完成 Done,True,False,,,2023-03-09T15:35:22.000+0800
CVA-23048,故事,任务完成 Done,False,True,,,2023-03-09T15:19:40.000+0800
CVA-22616,故事,任务完成 Done,False,False,,,2023-02-27T10:48:00.000+0800
CVA-21633,故事,任务完成 Done,False,False,,,2023-02-10T18:08:24.000+0800
CVA-19812,故事,任务完成 Done,False,False,,,2023-01-03T16:20:16.000+0800
CVA-14417,故事,任务完成 Done,False,False,,,2022-11-29T16:04:18.000+0800
CAI-2429,故事,Backlog,False,False,平台支持类,IAM,2025-04-08T10:14:11.000+0800
CAI-2428,故事,Backlog,False,False,平台支持类,IAM,2025-04-08T10:13:36.000+0800
CAI-2416,故事,In Progress,False,False,平台支持类,IAM,2025-03-20T10:18:57.000+0800
CAI-2415,故事,In Progress,False,False,平台支持类,IAM,2025-03-18T18:53:04.000+0800
CAI-2238,故事,In Progress,False,False,平台支持类,IAM,2025-01-13T17:44:21.000+0800
CAI-2237,故事,In Progress,False,False,平台支持类,IAM,2025-01-13T17:43:41.000+0800
CAI-1646,任务,Backlog,False,False,平台支持类,IAM,2024-04-12T10:42:23.000+0800
AAD-612,故事,开发测试执行中,False,False,平台支持类,AI Drives,2025-04-21T11:52:26.000+0800
AAD-608,BA工作任务,To Do 待办,False,False,平台支持类,AI Drives,2025-04-21T09:59:43.000+0800
AAD-607,故事,开发测试执行中,False,False,平台支持类,AI Drives,2025-04-21T09:59:04.000+0800
AAD-604,BA工作任务,To Do 待办,False,False,平台支持类,AI Drives,2025-04-21T09:51:51.000+0800
AAD-602,BA工作任务,开发测试执行中,False,False,平台支持类,AI Drives,2025-04-21T09:50:26.000+0800
AAD-601,故事,To Do 待办,False,False,平台支持类,AI Drives,2025-04-21T09:48:30.000+0800
AAD-600,BA工作任务,To Do 待办,False,False,平台支持类,AI Drives,2025-04-21T09:47:56.000+0800
AAD-599,BA工作任务,开发测试执行中,False,False,平台支持类,AI Drives,2025-04-21T09:46:11.000+0800
AAD-598,故事,To Do 待办,False,False,平台支持类,AI Drives,2025-04-21T09:43:48.000+0800
AAD-597,BA工作任务,开发测试执行中,False,False,平台支持类,AI Drives,2025-04-21T09:42:29.000+0800
AAD-595,BA工作任务,开发测试执行中,False,False,平台支持类,AI Drives,2025-04-21T09:31:36.000+0800
AAD-594,BA工作任务,开发测试执行中,False,False,平台支持类,AI Drives,2025-04-20T21:59:44.000+0800
AAD-592,BA工作任务,开发测试执行中,False,False,平台支持类,AI Drives,2025-04-20T21:54:35.000+0800
AAD-588,故事,To Do 待办,False,False,平台支持类,AI Drives,2025-04-19T14:19:28.000+0800
AAD-583,故事,开发测试执行中,False,False,平台支持类,AI Drives,2025-04-18T15:21:46.000+0800
AAD-582,故事,开发测试执行中,False,False,平台支持类,AI Drives,2025-04-18T15:21:05.000+0800
AAD-568,故事,To Do 待办,False,False,平台支持类,AI Drives,2025-04-14T11:13:35.000+0800
AAD-543,故事,To Do 待办,False,False,平台支持类,AI Drives,2025-04-14T09:44:03.000+0800
AAD-542,BA工作任务,开发测试执行中,False,False,平台支持类,AI Drives,2025-04-14T09:43:49.000+0800
AAD-541,故事,To Do 待办,False,False,平台支持类,AI Drives,2025-04-14T09:42:11.000+0800
AAD-540,故事,任务完成 Done,False,False,平台支持类,AI Drives,2025-04-14T09:40:18.000+0800
AAD-490,BA工作任务,开发测试执行中,False,False,平台支持类,AI Drives,2025-04-07T09:55:52.000+0800
AAD-479,BA工作任务,开发测试执行中,False,False,平台支持类,AI Drives,2025-04-03T18:58:12.000+0800
AAD-429,BA工作任务,To Do 待办,False,False,平台支持类,AI Drives,2025-03-27T09:37:55.000+0800
